ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co_applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
28509,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5820,EQUI,512,EXP,25-34,not_inst,,North,direct,1,
28581,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,256500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,4500,EQUI,541,EXP,55-64,not_inst,,North,direct,1,
28637,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,176500,,,,324,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,16980,EQUI,594,EXP,65-74,to_inst,,North,direct,1,
28651,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3600,EQUI,803,EXP,35-44,to_inst,,south,direct,1,
28655,2019,ncf,Male,pre,type1,,l1,nopc,nob/c,1366500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,18000,EQUI,643,EXP,45-54,to_inst,,North,direct,1,
28658,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,416500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4440,EQUI,660,EXP,55-64,to_inst,,North,direct,1,
28719,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9960,EQUI,671,EXP,35-44,to_inst,,south,direct,1,
28727,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,,,,240,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6360,EQUI,515,EXP,25-34,to_inst,,North,direct,1,
28730,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,,,,360,not_neg,not_int,not_lpsm,,sb,sr,home,1U,3180,EQUI,863,EXP,35-44,to_inst,,North,direct,1,
28769,2019,cf,Male,nopre,type3,p3,l2,nopc,nob/c,116500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2760,EQUI,819,EXP,65-74,to_inst,,central,direct,1,
28784,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3120,EQUI,878,EXP,65-74,not_inst,,North,direct,1,
28827,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6840,EQUI,817,EXP,35-44,to_inst,,south,direct,1,
28838,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,236500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4920,EQUI,892,EXP,45-54,not_inst,,south,direct,1,
28949,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,496500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5460,EQUI,626,EXP,25-34,not_inst,,North,direct,1,
28975,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2640,EQUI,610,EXP,55-64,not_inst,,south,direct,1,
29010,2019,ncf,Male,nopre,type3,p1,l1,nopc,nob/c,496500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11280,EQUI,645,EXP,35-44,not_inst,,North,direct,1,
29027,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,,,,180,not_neg,not_int,lpsm,,sb,pr,home,1U,2880,EQUI,624,EXP,55-64,to_inst,,south,direct,1,
29038,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4200,EQUI,672,EXP,35-44,to_inst,,North,direct,1,
29057,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,636500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8160,EQUI,703,EXP,65-74,not_inst,,central,direct,1,
29073,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8040,EQUI,894,EXP,65-74,to_inst,,North,direct,1,
29166,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,66500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3180,EQUI,880,EXP,35-44,to_inst,,North,direct,1,
29174,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2040,EQUI,600,EXP,>74,to_inst,,North,direct,1,
29196,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2700,EQUI,727,EXP,65-74,to_inst,,south,direct,1,
29208,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,286500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,594,EXP,35-44,to_inst,,North,direct,1,
29344,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9000,EQUI,677,EXP,45-54,to_inst,,North,direct,1,
29352,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,346500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8100,EQUI,814,EXP,55-64,to_inst,,North,direct,1,
29380,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,15000,EQUI,657,EXP,35-44,not_inst,,south,direct,1,
29385,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,436500,,,,216,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5760,EQUI,538,EXP,>74,not_inst,,North,direct,1,
29404,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,286500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,508,EXP,45-54,not_inst,,south,direct,1,
29428,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3120,EQUI,827,EXP,55-64,to_inst,,North,direct,1,
29511,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,3360,EQUI,899,EXP,45-54,not_inst,,North,direct,1,
29541,2019,ncf,Male,nopre,type3,p4,l1,nopc,nob/c,766500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,678,EXP,35-44,not_inst,,south,direct,1,
29545,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,356500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10800,EQUI,551,EXP,55-64,not_inst,,south,direct,1,
29557,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6780,EQUI,584,EXP,35-44,to_inst,,North,direct,1,
29586,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,537,EXP,55-64,to_inst,,south,direct,1,
29587,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5820,EQUI,770,EXP,55-64,to_inst,,North,direct,1,
29750,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,216500,,,,360,neg_amm,not_int,not_lpsm,,sb,ir,home,1U,5160,EQUI,541,EXP,45-54,not_inst,,North,direct,1,
29768,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,726500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10080,EQUI,846,EXP,55-64,not_inst,,North,direct,1,
29791,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,4980,EQUI,614,EXP,25-34,not_inst,,south,direct,1,
29830,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6060,EQUI,541,EXP,45-54,to_inst,,North,direct,1,
29833,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,216500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,9360,EQUI,806,EXP,55-64,to_inst,,North,direct,1,
29842,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,406500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4620,EQUI,893,EXP,35-44,not_inst,,North,direct,1,
29847,2019,,Male,nopre,type1,p1,l1,nopc,nob/c,406500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6360,EQUI,742,EXP,35-44,not_inst,,south,direct,1,
29849,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,326500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4200,EQUI,876,EXP,55-64,not_inst,,North,direct,1,
29857,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,316500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,830,EXP,45-54,not_inst,,North,direct,1,
29900,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,346500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9300,EQUI,661,EXP,65-74,not_inst,,North,direct,1,
29905,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6780,EQUI,535,EXP,65-74,to_inst,,south,direct,1,
30004,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,276500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,12600,EQUI,737,EXP,25-34,to_inst,,south,direct,1,
30024,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9420,EQUI,755,EXP,45-54,to_inst,,North,direct,1,
30095,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,286500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6480,EQUI,713,EXP,25-34,to_inst,,south,direct,1,
30142,2019,cf,Male,pre,type3,p4,l1,nopc,nob/c,256500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2220,EQUI,639,EXP,65-74,to_inst,,central,direct,1,
30147,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2700,EQUI,805,EXP,35-44,to_inst,,North,direct,1,
30177,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4080,EQUI,507,EXP,45-54,not_inst,,North,direct,1,
30179,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,406500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8460,EQUI,707,EXP,>74,to_inst,,south,direct,1,
30280,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,496500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6000,EQUI,760,EXP,25-34,not_inst,,south,direct,1,
30286,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5640,EQUI,678,EXP,45-54,not_inst,,North,direct,1,
30299,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,456500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9480,EQUI,770,EXP,55-64,to_inst,,North,direct,1,
30386,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,416500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7800,EQUI,526,EXP,45-54,to_inst,,south,direct,1,
30397,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,166500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5700,EQUI,534,EXP,45-54,to_inst,,central,direct,1,
30402,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,276500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520,EQUI,603,EXP,45-54,to_inst,,North-East,direct,1,
30427,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,326500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3480,EQUI,642,EXP,65-74,not_inst,,North,direct,1,
30506,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,176500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2760,EQUI,547,EXP,65-74,to_inst,,North,direct,1,
30512,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,146500,,,,324,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3660,EQUI,859,EXP,45-54,to_inst,,North,direct,1,
30546,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,496500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6060,EQUI,879,EXP,35-44,not_inst,,south,direct,1,
30547,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3060,EQUI,630,EXP,55-64,to_inst,,North,direct,1,
30568,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1800,EQUI,829,EXP,55-64,to_inst,,North,direct,1,
30628,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5880,EQUI,603,EXP,55-64,to_inst,,North,direct,1,
30687,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,846500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,30120,EQUI,871,EXP,25-34,not_inst,,North,direct,1,
30698,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,346500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6960,EQUI,692,EXP,65-74,to_inst,,south,direct,1,
30741,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,676,EXP,55-64,not_inst,,North,direct,1,
30771,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,516500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7200,EQUI,549,EXP,35-44,not_inst,,North,direct,1,
30784,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9420,EQUI,633,EXP,35-44,not_inst,,North,direct,1,
30799,2019,cf,Male,,type3,p4,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2820,EQUI,555,EXP,55-64,to_inst,,North,direct,1,
30805,2019,,Male,nopre,type1,p4,l1,nopc,nob/c,376500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4020,EQUI,797,EXP,25-34,not_inst,,North,direct,1,
30809,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,456500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5340,EQUI,772,EXP,35-44,to_inst,,North,direct,1,
30843,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,726500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9720,EQUI,581,EXP,45-54,not_inst,,south,direct,1,
30846,2019,ncf,Male,nopre,type1,p3,l2,nopc,nob/c,716500,,,,300,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,11280,EQUI,677,EXP,>74,to_inst,,North,direct,1,
30906,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,186500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6660,EQUI,850,EXP,65-74,to_inst,,North,direct,1,
30912,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,1036500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,16140,EQUI,670,EXP,>74,to_inst,,south,direct,1,
30953,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8700,EQUI,832,EXP,35-44,to_inst,,North,direct,1,
30977,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,,,,,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,33540,EQUI,889,EXP,55-64,to_inst,,North,direct,1,
31035,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,606500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10740,EQUI,651,EXP,35-44,to_inst,,North,direct,1,
31184,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,156500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3180,EQUI,887,EXP,65-74,to_inst,,south,direct,1,
31191,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,246500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2580,EQUI,774,EXP,<25,not_inst,,North,direct,1,
31239,2019,cf,Male,pre,type1,p2,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4080,EQUI,513,EXP,55-64,to_inst,,North,direct,1,
31244,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,176500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520,EQUI,519,EXP,65-74,to_inst,,North,direct,1,
31255,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,276500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6840,EQUI,647,EXP,35-44,not_inst,,North,direct,1,
31257,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7380,EQUI,789,EXP,>74,to_inst,,North,direct,1,
31347,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,,,,300,not_neg,int_only,not_lpsm,,sb,pr,home,1U,6480,EQUI,554,EXP,35-44,to_inst,,south,direct,1,
31410,2019,cf,Male,nopre,type1,p3,l2,nopc,nob/c,256500,,,,240,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5220,EQUI,812,EXP,45-54,to_inst,,south,direct,1,
31451,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,66500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1860,EQUI,827,EXP,45-54,to_inst,,central,direct,1,
31495,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,706500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7800,EQUI,643,EXP,35-44,not_inst,,central,direct,1,
31499,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,720,EQUI,821,EXP,55-64,to_inst,,North,direct,1,
31524,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,356500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4920,EQUI,577,EXP,35-44,not_inst,,south,direct,1,
31536,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,576500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5160,EQUI,542,EXP,65-74,not_inst,,North,direct,1,
31539,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2760,EQUI,742,EXP,25-34,to_inst,,North,direct,1,
31545,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,576500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,7560,EQUI,753,EXP,25-34,not_inst,,North,direct,1,
31586,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,,,,360,not_neg,not_int,not_lpsm,,sb,sr,home,1U,4860,EQUI,597,EXP,55-64,to_inst,,North,direct,1,
31601,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,,,,180,not_neg,not_int,not_lpsm,,sb,sr,home,1U,3000,EQUI,606,EXP,45-54,to_inst,,south,direct,1,
31607,2019,,Male,nopre,type1,p4,l1,nopc,nob/c,686500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9420,EQUI,762,EXP,45-54,not_inst,,south,direct,1,
31680,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,536500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,15600,EQUI,517,EXP,35-44,not_inst,,south,direct,1,
31687,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,116500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,2820,EQUI,509,EXP,65-74,to_inst,,North,direct,1,
31717,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,796,EXP,25-34,not_inst,,North,direct,1,
31811,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,136500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2160,EQUI,553,EXP,45-54,to_inst,,North,direct,1,
31813,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5820,EQUI,595,EXP,55-64,not_inst,,North,direct,1,
31815,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,496500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4740,EQUI,581,EXP,55-64,not_inst,,North,direct,1,
31835,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,606500,,,,360,neg_amm,not_int,not_lpsm,,sb,ir,home,1U,11820,EQUI,710,EXP,55-64,not_inst,,North,direct,1,
31843,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,626500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,12000,EQUI,667,EXP,55-64,to_inst,,North,direct,1,
31873,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,696500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6900,EQUI,851,EXP,55-64,not_inst,,North,direct,1,
31910,2019,cf,Male,nopre,type2,p4,l2,nopc,b/c,116500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1860,EQUI,734,EXP,35-44,to_inst,,south,direct,1,
31913,2019,ncf,Male,nopre,type3,p3,l1,nopc,nob/c,786500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7140,EQUI,758,EXP,65-74,not_inst,,central,direct,1,
31928,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,,,,360,not_neg,int_only,not_lpsm,,sb,ir,home,1U,6780,EQUI,656,EXP,45-54,not_inst,,south,direct,1,
31945,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,156500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6780,EQUI,815,EXP,55-64,not_inst,,North,direct,1,
31962,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,396500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5520,EQUI,503,EXP,25-34,not_inst,,south,direct,1,
32031,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,216500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,14400,EQUI,868,EXP,55-64,to_inst,,North,direct,1,
32050,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3360,EQUI,810,EXP,45-54,to_inst,,south,direct,1,
32111,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,476500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5460,EQUI,653,EXP,55-64,not_inst,,North,direct,1,
32114,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,556500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9720,EQUI,893,EXP,35-44,not_inst,,North,direct,1,
32142,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6600,EQUI,879,EXP,45-54,to_inst,,North,direct,1,
32143,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6900,EQUI,854,EXP,55-64,not_inst,,North-East,direct,1,
32160,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,5820,EQUI,858,EXP,55-64,to_inst,,central,direct,1,
32163,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4260,EQUI,846,EXP,25-34,to_inst,,North,direct,1,
32237,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6600,EQUI,618,EXP,25-34,not_inst,,south,direct,1,
32307,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5460,EQUI,819,EXP,55-64,to_inst,,North,direct,1,
32349,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5640,EQUI,876,EXP,35-44,not_inst,,south,direct,1,
